Topic_id,Erik_id,Erik_video_title,Video_title,match_score
10750204,350,05. The Snakes (Part 2) - Tony Hurley_1,4. The Snakes (Part 2) - Tony Hurley_1.mp4,71.68
10750205,293,06. Delayed Development - Hilery Dorrian,5. Delayed Development (Part 1) - Hilery Dorrian .mp4,58.03
10750205,294,07. Delayed Development - Hilery Dorrian (Part 2),5. Delayed Development (Part 1) - Hilery Dorrian .mp4,71.68
10750205,301,04. Delayed Development II - Hilery Dorrian,5. Delayed Development (Part 1) - Hilery Dorrian .mp4,50.31
10750205,316,09. Delayed Development - Hilery Dorrian,5. Delayed Development (Part 1) - Hilery Dorrian .mp4,58.03
10750205,317,10. Delayed Development - Hilery Dorrian (Part 2),5. Delayed Development (Part 1) - Hilery Dorrian .mp4,71.68
10750206,293,06. Delayed Development - Hilery Dorrian,6. Delayed Development (Part 2) - Hilery Dorrian .mp4,58.03
10750206,294,07. Delayed Development - Hilery Dorrian (Part 2),6. Delayed Development (Part 2) - Hilery Dorrian .mp4,71.68
10750206,301,04. Delayed Development II - Hilery Dorrian,6. Delayed Development (Part 2) - Hilery Dorrian .mp4,50.31
10750206,316,09. Delayed Development - Hilery Dorrian,6. Delayed Development (Part 2) - Hilery Dorrian .mp4,58.03
10750206,317,10. Delayed Development - Hilery Dorrian (Part 2),6. Delayed Development (Part 2) - Hilery Dorrian .mp4,71.68
10750207,353,08. Rapid Dose & Sequence Prescribing - Caroline Gaskin_1,7. Rapid Dose & Sequence Prescribing - Caroline Gaskin_1.mp4,75.23
10750208,354,09. Genus Epidemicus (Part 1) - Ralf Jeutter,8. Genus Epidemicus (Part 1) - Ralf Jeutter.mp4,71.68
10750208,355,10. Genus Epidemicus (Part 2) - Ralf Jeutter,8. Genus Epidemicus (Part 1) - Ralf Jeutter.mp4,71.68
10750209,354,09. Genus Epidemicus (Part 1) - Ralf Jeutter,9. Genus Epidemicus (Part 2) - Ralf Jeutter.mp4,71.68
10750209,355,10. Genus Epidemicus (Part 2) - Ralf Jeutter,9. Genus Epidemicus (Part 2) - Ralf Jeutter.mp4,71.68
10760201,166,4. Case Work - Dion Tabrett,1. Case Work - Dion Tabrett_1.mp4,51.01
10760201,356,01. Case Work - Dion Tabrett_1,1. Case Work - Dion Tabrett_1.mp4,66.94
10760202,357,02. When Remedies Don't Work - Dion Tabrett_1,2. When Remedies Don't Work - Dion Tabrett_1.mp4,75.23
10760203,358,03. Apis Mel - Maggie Dixon_1,3. Apis Mel - Maggie Dixon_1.mp4,66.94
10760204,346,01. Miasms & Depth of Action (Part 1) - Mike Bridger,4. Miasms and Depth of Action II - Mike Bridger (Part 1)_1.mp4,60.53
10760204,347,02. Miasms & Depth of Action (Part 2) - Mike Bridger,4. Miasms and Depth of Action II - Mike Bridger (Part 1)_1.mp4,60.53
10760204,361,06. Miasms and Depth of Action II - Mike Bridger (Part 1)_1,4. Miasms and Depth of Action II - Mike Bridger (Part 1)_1.mp4,83.50
10760204,362,07. Miasms and Depth of Action II - Mike Bridger (Part 2)_1,4. Miasms and Depth of Action II - Mike Bridger (Part 1)_1.mp4,83.50
10760205,346,01. Miasms & Depth of Action (Part 1) - Mike Bridger,5. Miasms and Depth of Action II - Mike Bridger (Part 2)_1.mp4,60.53
10760205,347,02. Miasms & Depth of Action (Part 2) - Mike Bridger,5. Miasms and Depth of Action II - Mike Bridger (Part 2)_1.mp4,60.53
10760205,361,06. Miasms and Depth of Action II - Mike Bridger (Part 1)_1,5. Miasms and Depth of Action II - Mike Bridger (Part 2)_1.mp4,83.50
10760205,362,07. Miasms and Depth of Action II - Mike Bridger (Part 2)_1,5. Miasms and Depth of Action II - Mike Bridger (Part 2)_1.mp4,83.50
10760206,363,08. Graphites - Ralf Jeutter_1,6. Graphites - Ralf Jeutter_1.mp4,60.30
10760207,364,09. Endocrine System - Sian Moss (Part 1),7. Endocrine System - Sian Moss (Part 1).mp4,71.68
10760207,365,10. Endocrine System - Sian Moss (Part 2)_1,7. Endocrine System - Sian Moss (Part 1).mp4,63.28
10760207,369,04. Endocrine System Pathologies - Sian Moss,7. Endocrine System - Sian Moss (Part 1).mp4,50.31
10760207,380,04. Endocrine System Pathologies (Part 1) - Sian Moss,7. Endocrine System - Sian Moss (Part 1).mp4,63.28
10760207,381,05. Endocrine System Pathologies (Part 2) - Sian Moss,7. Endocrine System - Sian Moss (Part 1).mp4,63.28
10760207,409,03. Immune System (Part 1) - Sian Moss,7. Endocrine System - Sian Moss (Part 1).mp4,50.31
10760207,410,04. Immune System (Part 2) - Sian Moss-,7. Endocrine System - Sian Moss (Part 1).mp4,50.31
10760208,364,09. Endocrine System - Sian Moss (Part 1),8. Endocrine System - Sian Moss (Part 2)_1.mp4,63.28
10760208,365,10. Endocrine System - Sian Moss (Part 2)_1,8. Endocrine System - Sian Moss (Part 2)_1.mp4,75.23
10760208,380,04. Endocrine System Pathologies (Part 1) - Sian Moss,8. Endocrine System - Sian Moss (Part 2)_1.mp4,55.86
10760208,381,05. Endocrine System Pathologies (Part 2) - Sian Moss,8. Endocrine System - Sian Moss (Part 2)_1.mp4,55.86
10760209,298,01. Thymus Gland & Syphilinum - Colin Griffiths_1,9. Thymus Gland & Syphilinum - Colin Griffiths_1.mp4,71.68
10760210,299,02. Thymus Gland & Syphilinum - Colin Griffiths (Part 2),10. Thymus Gland & Syphilinum - Colin Griffiths (Part 2).mp4,67.35
10770201,366,01. Homeoprophylaxis - Dion Tabrett,1. Homeoprophylaxis - Dion Tabrett.mp4,60.30
10770202,367,02. Iodum and Iodatums - Tony Hurley,2. Iodum and Iodatums - Tony Hurley.mp4,71.68
10770203,368,03. Spongia and Related Remedies - Tony Hurley,3. Spongia and Related Remedies - Tony Hurley.mp4,75.23
10770204,329,Nervous System Pathologies II Sian Moss,4. Endocrine System Pathologies - Sian Moss.mp4,50.31
10770204,364,09. Endocrine System - Sian Moss (Part 1),4. Endocrine System Pathologies - Sian Moss.mp4,50.31
10770204,369,04. Endocrine System Pathologies - Sian Moss,4. Endocrine System Pathologies - Sian Moss.mp4,71.68
10770204,380,04. Endocrine System Pathologies (Part 1) - Sian Moss,4. Endocrine System Pathologies - Sian Moss.mp4,63.28
10770204,381,05. Endocrine System Pathologies (Part 2) - Sian Moss,4. Endocrine System Pathologies - Sian Moss.mp4,63.28
10770205,211,10. Case Work - Robert Bridge,5. Case Work - Robert Bridge.mp4,66.94
10770205,255,08. Case Work - Robert Bridge,5. Case Work - Robert Bridge.mp4,66.94
10770205,315,08. Case Work - Robert Bridge,5. Case Work - Robert Bridge.mp4,66.94
10770205,371,06. Case Work - Robert Bridge,5. Case Work - Robert Bridge.mp4,66.94
10770206,372,07. Plutonium and Rad Brom - Robert Bridge,6. Plutonium and Rad Brom - Robert Bridge.mp4,75.23
10770207,374,09. Red Flags - Ralf Jeutter,7. Red Flags - Ralf Jeutter.mp4,66.94
10770208,375,10. Skeptics Discussion - Ralf Jeutter,8. Skeptics Discussion - Ralf Jeutter.mp4,66.94
10780201,379,03. Practice Building - Marcus Fernandez,1. Practice Building - Marcus Fernandez.mp4,66.94
10780202,395,07. Musculoskeletal Pathologies (Part 1) - Sian Moss,2. Musculoskeletal Pathologies (Part 1) - Sian Moss.mp4,71.68
10780202,396,08. Musculoskeletal Pathologies (Part 2) - Sian Moss-,2. Musculoskeletal Pathologies (Part 1) - Sian Moss.mp4,71.68
10780202,400,04. Cardiovascular Pathologies (Part 1) - Sian Moss,2. Musculoskeletal Pathologies (Part 1) - Sian Moss.mp4,50.31
10780202,401,05. Cardiovascular Pathologies (Part 2) - Sian Moss,2. Musculoskeletal Pathologies (Part 1) - Sian Moss.mp4,50.31
10780203,395,07. Musculoskeletal Pathologies (Part 1) - Sian Moss,3. Musculoskeletal Pathologies (Part 2) - Sian Moss-.mp4,71.68
10780203,396,08. Musculoskeletal Pathologies (Part 2) - Sian Moss-,3. Musculoskeletal Pathologies (Part 2) - Sian Moss-.mp4,71.68
10780203,400,04. Cardiovascular Pathologies (Part 1) - Sian Moss,3. Musculoskeletal Pathologies (Part 2) - Sian Moss-.mp4,50.31
10780203,401,05. Cardiovascular Pathologies (Part 2) - Sian Moss,3. Musculoskeletal Pathologies (Part 2) - Sian Moss-.mp4,50.31
10780204,382,06. Therapeutics - Ralf Jeutter,4. Therapeutics - Ralf Jeutter.mp4,60.30
10780205,383,07. Relating Philosophy to Casework - Ralf Jeutter,5. Relating Philosophy to Casework - Ralf Jeutter.mp4,75.23
10780206,384,08. Scorpion - Tony Hurley,6. Scorpion - Tony Hurley.mp4,60.30
10780207,385,09. Boundaries in Practice - Carol Boyce,7. Boundaries in Practice - Carol Boyce.mp4,71.68
10780208,386,10. Nurture and Care - Carol Boyce,8. Nurture and Care - Carol Boyce.mp4,71.68
10780208,405,09. Nurture & Care (Part 2) - Carol Boyce,8. Nurture and Care - Carol Boyce.mp4,50.31
10790201,364,09. Endocrine System - Sian Moss (Part 1),1. Endocrine System Pathologies (Part 1) - Sian Moss.mp4,63.28
10790201,365,10. Endocrine System - Sian Moss (Part 2)_1,1. Endocrine System Pathologies (Part 1) - Sian Moss.mp4,55.86
10790201,369,04. Endocrine System Pathologies - Sian Moss,1. Endocrine System Pathologies (Part 1) - Sian Moss.mp4,63.28
10790201,380,04. Endocrine System Pathologies (Part 1) - Sian Moss,1. Endocrine System Pathologies (Part 1) - Sian Moss.mp4,75.23
10790201,381,05. Endocrine System Pathologies (Part 2) - Sian Moss,1. Endocrine System Pathologies (Part 1) - Sian Moss.mp4,75.23
10790202,364,09. Endocrine System - Sian Moss (Part 1),2. Endocrine System Pathologies (Part 2) - Sian Moss.mp4,63.28
10790202,365,10. Endocrine System - Sian Moss (Part 2)_1,2. Endocrine System Pathologies (Part 2) - Sian Moss.mp4,55.86
10790202,369,04. Endocrine System Pathologies - Sian Moss,2. Endocrine System Pathologies (Part 2) - Sian Moss.mp4,63.28
10790202,380,04. Endocrine System Pathologies (Part 1) - Sian Moss,2. Endocrine System Pathologies (Part 2) - Sian Moss.mp4,75.23
10790202,381,05. Endocrine System Pathologies (Part 2) - Sian Moss,2. Endocrine System Pathologies (Part 2) - Sian Moss.mp4,75.23
10790203,387,01. Addiction - Tony Hurley,3. Addiction - Tony Hurley.mp4,60.30
10790204,391,04. Rheumatology (Part 1) - Ralf Jeutter,4. Rheumatology (Part 1) - Ralf Jeutter.mp4,66.94
10790204,393,05. Rheumatology (Part 2) - Ralf Jeutter-,4. Rheumatology (Part 1) - Ralf Jeutter.mp4,66.94
10790205,391,04. Rheumatology (Part 1) - Ralf Jeutter,5. Rheumatology (Part 2) - Ralf Jeutter-.mp4,66.94
10790205,393,05. Rheumatology (Part 2) - Ralf Jeutter-,5. Rheumatology (Part 2) - Ralf Jeutter-.mp4,66.94
10790206,394,06. Rheumatology II - Ralf Jeutter,6. Rheumatology II - Ralf Jeutter.mp4,66.94
10790207,386,10. Nurture and Care - Carol Boyce,7. Nurture & Care (Part 2) - Carol Boyce.mp4,50.31
10790207,405,09. Nurture & Care (Part 2) - Carol Boyce,7. Nurture & Care (Part 2) - Carol Boyce.mp4,71.68
10800201,397,01. Adrenal Health (Part 1) - Taryn Jacobs,1. Adrenal Health (Part 1) - Taryn Jacobs.mp4,71.68
10800201,398,02. Adrenal Health (Part 2) - Taryn Jacobs-,1. Adrenal Health (Part 1) - Taryn Jacobs.mp4,71.68
10800202,397,01. Adrenal Health (Part 1) - Taryn Jacobs,2. Adrenal Health (Part 2) - Taryn Jacobs-.mp4,71.68
10800202,398,02. Adrenal Health (Part 2) - Taryn Jacobs-,2. Adrenal Health (Part 2) - Taryn Jacobs-.mp4,71.68
10800203,399,03. Heart Therapeutics - Dion Tabrett,3. Heart Therapeutics - Dion Tabrett.mp4,66.94
10800203,472,07. Therapeutics - Dion Tabrett,3. Heart Therapeutics - Dion Tabrett.mp4,51.01
10800204,395,07. Musculoskeletal Pathologies (Part 1) - Sian Moss,4. Cardiovascular Pathologies (Part 1) - Sian Moss.mp4,50.31
10800204,396,08. Musculoskeletal Pathologies (Part 2) - Sian Moss-,4. Cardiovascular Pathologies (Part 1) - Sian Moss.mp4,50.31
10800204,400,04. Cardiovascular Pathologies (Part 1) - Sian Moss,4. Cardiovascular Pathologies (Part 1) - Sian Moss.mp4,71.68
10800204,401,05. Cardiovascular Pathologies (Part 2) - Sian Moss,4. Cardiovascular Pathologies (Part 1) - Sian Moss.mp4,71.68
10800205,395,07. Musculoskeletal Pathologies (Part 1) - Sian Moss,5. Cardiovascular Pathologies (Part 2) - Sian Moss.mp4,50.31
10800205,396,08. Musculoskeletal Pathologies (Part 2) - Sian Moss-,5. Cardiovascular Pathologies (Part 2) - Sian Moss.mp4,50.31
10800205,400,04. Cardiovascular Pathologies (Part 1) - Sian Moss,5. Cardiovascular Pathologies (Part 2) - Sian Moss.mp4,71.68
10800205,401,05. Cardiovascular Pathologies (Part 2) - Sian Moss,5. Cardiovascular Pathologies (Part 2) - Sian Moss.mp4,71.68
10800206,359,04. The Pineal Gland - Colin Griffith_1,6. The Pineal Gland - Colin Griffith_1.mp4,71.68
10800207,360,05. Ancestral Trauma - Colin Griffith_1,7. Ancestral Trauma - Colin Griffith_1.mp4,66.94
10800208,228,09. The Unprejudiced Observer - Carol Boyce,8. The Unprejudiced Observer - Carol Boyce.mp4,71.68
10800208,406,10. The Unprejudiced Observer - Carol Boyce,8. The Unprejudiced Observer - Carol Boyce.mp4,71.68
10810201,408,02. Case Work - Tricia Allen,1. Case Work - Tricia Allen.mp4,66.94
10810202,364,09. Endocrine System - Sian Moss (Part 1),2. Immune System (Part 1) - Sian Moss.mp4,50.31
10810202,409,03. Immune System (Part 1) - Sian Moss,2. Immune System (Part 1) - Sian Moss.mp4,71.68
10810202,410,04. Immune System (Part 2) - Sian Moss-,2. Immune System (Part 1) - Sian Moss.mp4,71.68
10810203,418,02. Skin A&P - Sian Moss,3. Skin A&P - Sian Moss.mp4,60.30
10810203,434,08. Skin Pathologies - Sian Moss,3. Skin A&P - Sian Moss.mp4,51.01
10810203,439,03. Skin Pathologies - Sian Moss,3. Skin A&P - Sian Moss.mp4,51.01
10810204,324,07. Teenagers - Hilery Dorrian (Part 2),4. Teenagers II (Part 1) - Hilery Dorrian.mp4,58.03
10810204,411,05. Teenagers II (Part 1) - Hilery Dorrian,4. Teenagers II (Part 1) - Hilery Dorrian.mp4,71.68
10810204,412,06. Teenagers II (Part 2) - Hilery Dorrian,4. Teenagers II (Part 1) - Hilery Dorrian.mp4,71.68
10810204,466,01. Cancer II (Part 1) - Hilery Dorrian,4. Teenagers II (Part 1) - Hilery Dorrian.mp4,50.31
10810204,467,02. Cancer II (Part 2) - Hilery Dorrian,4. Teenagers II (Part 1) - Hilery Dorrian.mp4,50.31
10810205,324,07. Teenagers - Hilery Dorrian (Part 2),5. Teenagers II (Part 2) - Hilery Dorrian.mp4,58.03
10810205,411,05. Teenagers II (Part 1) - Hilery Dorrian,5. Teenagers II (Part 2) - Hilery Dorrian.mp4,71.68
10810205,412,06. Teenagers II (Part 2) - Hilery Dorrian,5. Teenagers II (Part 2) - Hilery Dorrian.mp4,71.68
10810205,466,01. Cancer II (Part 1) - Hilery Dorrian,5. Teenagers II (Part 2) - Hilery Dorrian.mp4,50.31
10810205,467,02. Cancer II (Part 2) - Hilery Dorrian,5. Teenagers II (Part 2) - Hilery Dorrian.mp4,50.31
10810206,306,08. The Spiders II - Tony Hurley.mp4,6 The Imponderables - Tony Hurley.mp4,51.94
10810206,336,The Magnesiums Tony Hurley,6 The Imponderables - Tony Hurley.mp4,51.01
10810206,413,07. The Imponderables - Tony Hurley,6 The Imponderables - Tony Hurley.mp4,66.94
10810207,414,08. Observable Signs & Symptoms (Part 1) - Robert Bridge,7. Observable Signs & Symptoms (Part 1) - Robert Bridge.mp4,75.23
10810207,415,09. Observable Signs & Symptoms (Part 2) - Robert Bridge,7. Observable Signs & Symptoms (Part 1) - Robert Bridge.mp4,75.23
10810208,414,08. Observable Signs & Symptoms (Part 1) - Robert Bridge,8. Observable Signs & Symptoms (Part 2) - Robert Bridge.mp4,75.23
10810208,415,09. Observable Signs & Symptoms (Part 2) - Robert Bridge,8. Observable Signs & Symptoms (Part 2) - Robert Bridge.mp4,75.23
10810209,366,01. Homeoprophylaxis - Dion Tabrett,9. Homeoprophylaxis (Part 2) dion tabrett.mp4,51.01
10820201,364,09. Endocrine System - Sian Moss (Part 1),1. Immune System (Part 2) - Sian Moss-.mp4,50.31
10820201,409,03. Immune System (Part 1) - Sian Moss,1. Immune System (Part 2) - Sian Moss-.mp4,71.68
10820201,410,04. Immune System (Part 2) - Sian Moss-,1. Immune System (Part 2) - Sian Moss-.mp4,71.68
10820202,418,02. Skin A&P - Sian Moss,2. Skin Pathologies - Sian Moss.mp4,51.01
10820202,434,08. Skin Pathologies - Sian Moss,2. Skin Pathologies - Sian Moss.mp4,66.94
10820202,439,03. Skin Pathologies - Sian Moss,2. Skin Pathologies - Sian Moss.mp4,66.94
10820203,419,03. Sepsis - Mike Bridger,3. Sepsis - Mike Bridger.mp4,60.30
10820204,420,04. Case Management (Part 1) - Susi Deller,4. Case Management (Part 1) - Susi Deller.mp4,71.68
10820204,421,05. Case Management (Part 2) - Susi Deller,4. Case Management (Part 1) - Susi Deller.mp4,71.68
10820205,420,04. Case Management (Part 1) - Susi Deller,5. Case Management (Part 2) - Susi Deller.mp4,71.68
10820205,421,05. Case Management (Part 2) - Susi Deller,5. Case Management (Part 2) - Susi Deller.mp4,71.68
10820206,422,06. Eczema (Part 1) - Hilery Dorrian,6. Eczema (Part 1) - Hilery Dorrian.mp4,66.94
10820206,423,07. Eczema (Part 2) - Hilery Dorrian,6. Eczema (Part 1) - Hilery Dorrian.mp4,66.94
10820207,422,06. Eczema (Part 1) - Hilery Dorrian,7. Eczema (Part 2) - Hilery Dorrian.mp4,66.94
10820207,423,07. Eczema (Part 2) - Hilery Dorrian,7. Eczema (Part 2) - Hilery Dorrian.mp4,66.94
10820208,424,08. Review of the Constitutions - Tony Hurley,8. Review of the Constitutions - Tony Hurley.mp4,75.23
10820209,114,9. Acute Cases - Robert Bridge,9. Complex Cases - Robert Bridge.mp4,51.01
10820209,425,09. Complex Cases - Robert Bridge,9. Complex Cases - Robert Bridge.mp4,66.94
10830201,429,03. Hormone Havoc - Taryn Jacobs,1 Hormone Havoc - Taryn Jacobs.mp4,66.94
10830202,12,DAY 1 1330 Maggie Dixon Practitioner Development EDIT,2. Practitioner Development - Maggie Dixon.mp4,51.94
10830202,312,04. Practitioner Development - Maggie Dixon,2. Practitioner Development - Maggie Dixon.mp4,66.94
10830202,313,05. Practitioner Development - Maggie Dixon (Part 2),2. Practitioner Development - Maggie Dixon.mp4,58.03
10830202,430,04. Practitioner Development - Maggie Dixon,2. Practitioner Development - Maggie Dixon.mp4,66.94
10830202,469,04. Practitioner Development II (Part 1) - Maggie Dixon,2. Practitioner Development - Maggie Dixon.mp4,51.94
10830202,470,05. Practitioner Development II (Part 2) - Maggie Dixon,2. Practitioner Development - Maggie Dixon.mp4,51.94
10830203,431,05. Thyroid and Polycystic Therapeutics - Dion Tabrett,3. Thyroid and Polycystic Therapeutics - Dion Tabrett.mp4,75.23
10830204,417,01. Introduction to Autoimmune Disease - Sian Moss,4. Introduction to Autoimmune Disease - Sian Moss.mp4,75.23
10830205,418,02. Skin A&P - Sian Moss,5. Skin Pathologies - Sian Moss.mp4,51.01
10830205,434,08. Skin Pathologies - Sian Moss,5. Skin Pathologies - Sian Moss.mp4,66.94
10830205,439,03. Skin Pathologies - Sian Moss,5. Skin Pathologies - Sian Moss.mp4,66.94
10830206,435,09. The Endocrine Sarcodes (Part 1) - Hilery Dorrian,6. The Endocrine Sarcodes (Part 1) - Hilery Dorrian.mp4,75.23
10830206,436,10. The Endocrine Sarcodes (Part 2) - Hilery Dorrian,6. The Endocrine Sarcodes (Part 1) - Hilery Dorrian.mp4,75.23
10830206,442,06. The Endocrine Sarcodes II (Part 1) - Hilery Dorrian,6. The Endocrine Sarcodes (Part 1) - Hilery Dorrian.mp4,67.35
10830206,443,07. The Endocrine Sarcodes II (Part 2) - Hilery Dorrian,6. The Endocrine Sarcodes (Part 1) - Hilery Dorrian.mp4,67.35
10830207,435,09. The Endocrine Sarcodes (Part 1) - Hilery Dorrian,7. The Endocrine Sarcodes (Part 2) - Hilery Dorrian.mp4,75.23
10830207,436,10. The Endocrine Sarcodes (Part 2) - Hilery Dorrian,7. The Endocrine Sarcodes (Part 2) - Hilery Dorrian.mp4,75.23
10830207,442,06. The Endocrine Sarcodes II (Part 1) - Hilery Dorrian,7. The Endocrine Sarcodes (Part 2) - Hilery Dorrian.mp4,67.35
10830207,443,07. The Endocrine Sarcodes II (Part 2) - Hilery Dorrian,7. The Endocrine Sarcodes (Part 2) - Hilery Dorrian.mp4,67.35
10830208,426,10. Cycles of Practice - Robert Bridge,8. Cycles of Practice - Robert Bridge.mp4,71.68
10840201,437,01. Difficult Cases - Colin Griffith,1. Difficult Cases - Colin Griffith.mp4,66.94
10840202,438,02. Using Support Remedies - Colin Griffith,2. Using Support Remedies - Colin Griffith.mp4,71.68
10840203,452,06. Infertility (Part 1) - Cassie Everett,3. Infertility (Part 1) - Cassie Everett.mp4,66.94
10840203,453,07. Infertility (Part 2) - Cassie Everett-,3. Infertility (Part 1) - Cassie Everett.mp4,66.94
10840204,452,06. Infertility (Part 1) - Cassie Everett,4. Infertility (Part 2) - Cassie Everett-.mp4,66.94
10840204,453,07. Infertility (Part 2) - Cassie Everett-,4. Infertility (Part 2) - Cassie Everett-.mp4,66.94
10840205,435,09. The Endocrine Sarcodes (Part 1) - Hilery Dorrian,5. The Endocrine Sarcodes II (Part 1) - Hilery Dorrian.mp4,67.35
10840205,436,10. The Endocrine Sarcodes (Part 2) - Hilery Dorrian,5. The Endocrine Sarcodes II (Part 1) - Hilery Dorrian.mp4,67.35
10840205,442,06. The Endocrine Sarcodes II (Part 1) - Hilery Dorrian,5. The Endocrine Sarcodes II (Part 1) - Hilery Dorrian.mp4,77.99
10840205,443,07. The Endocrine Sarcodes II (Part 2) - Hilery Dorrian,5. The Endocrine Sarcodes II (Part 1) - Hilery Dorrian.mp4,77.99
10840206,435,09. The Endocrine Sarcodes (Part 1) - Hilery Dorrian,6. The Endocrine Sarcodes II (Part 2) - Hilery Dorrian.mp4,67.35
10840206,436,10. The Endocrine Sarcodes (Part 2) - Hilery Dorrian,6. The Endocrine Sarcodes II (Part 2) - Hilery Dorrian.mp4,67.35
10840206,442,06. The Endocrine Sarcodes II (Part 1) - Hilery Dorrian,6. The Endocrine Sarcodes II (Part 2) - Hilery Dorrian.mp4,77.99
10840206,443,07. The Endocrine Sarcodes II (Part 2) - Hilery Dorrian,6. The Endocrine Sarcodes II (Part 2) - Hilery Dorrian.mp4,77.99
10840207,444,08. Scholten - Tony Hurley,7. Scholten - Tony Hurley.mp4,60.30
10840208,445,09. The Curability of Tumours - Dion Tabrett,8. The Curability of Tumours - Dion Tabrett.mp4,75.23
10840208,450,04. The Curability of Tumours II - Dion Tabrett,8. The Curability of Tumours - Dion Tabrett.mp4,67.35
10840209,446,10. Ellis Barker - Dion Tabrett,9. Ellis Barker - Dion Tabrett.mp4,66.94
10850201,440,04. Oncology (Part 1) - Sian Moss,1. Oncology (Part 1) - Sian Moss.mp4,66.94
10850201,441,05. Oncology (Part 2) - Sian Moss-,1. Oncology (Part 1) - Sian Moss.mp4,66.94
10850202,440,04. Oncology (Part 1) - Sian Moss,2. Oncology (Part 2) - Sian Moss-.mp4,66.94
10850202,441,05. Oncology (Part 2) - Sian Moss-,2. Oncology (Part 2) - Sian Moss-.mp4,66.94
10850203,447,01. Case Mapping in Pathology (MS) - Mike Bridger,3. Case Mapping in Pathology (MS) - Mike Bridger.mp4,77.99
10850204,448,02. Depression - Mike Bridger,4. Depression - Mike Bridger.mp4,60.30
10850205,449,03. Bufo & Related Remedies - Tony Hurley,5. Bufo & Related Remedies - Tony Hurley.mp4,71.68
10850206,445,09. The Curability of Tumours - Dion Tabrett,6. The Curability of Tumours II - Dion Tabrett.mp4,67.35
10850206,450,04. The Curability of Tumours II - Dion Tabrett,6. The Curability of Tumours II - Dion Tabrett.mp4,77.99
10850207,291,04. Organ Support - Dion Tabrett,7. Organ Support Review - Dion Tabrett.mp4,58.03
10850207,292,05. Organ Support - Dion Tabrett (Part 2),7. Organ Support Review - Dion Tabrett.mp4,50.31
10850207,300,03. Organ Support II - Dion Tabrett,7. Organ Support Review - Dion Tabrett.mp4,50.31
10850207,311,03. Organ Support III - Dion Tabrett,7. Organ Support Review - Dion Tabrett.mp4,50.31
10850207,451,05. Organ Support Review - Dion Tabrett,7. Organ Support Review - Dion Tabrett.mp4,71.68
10850208,454,08. Hahnemann's Errors - Ralf Jeutter,8. Hahnemann's Errors - Ralf Jeutter.mp4,66.94
10850209,455,09. Australian Bush Essences (Part 1) - Caroline Gaskin,8. Australian Bush Essences (Part 1) - Caroline Gaskin.mp4,75.23
10850209,456,10. Australian Bush Essences (Part 2) - Caroline Gaskin-,8. Australian Bush Essences (Part 1) - Caroline Gaskin.mp4,75.23
10850210,455,09. Australian Bush Essences (Part 1) - Caroline Gaskin,10. Australian Bush Essences (Part 2) - Caroline Gaskin-.mp4,67.35
10850210,456,10. Australian Bush Essences (Part 2) - Caroline Gaskin-,10. Australian Bush Essences (Part 2) - Caroline Gaskin-.mp4,88.31
10860201,427,01. Developing a Thriving Practice (Part 1) - Caroline Gaskin,1. Developing a Thriving Practice (Part 1) - Caroline Gaskin.mp4,75.23
10860201,428,02. Developing a Thriving Practice (Part 2) - Caroline Gaskin,1. Developing a Thriving Practice (Part 1) - Caroline Gaskin.mp4,75.23
10860202,427,01. Developing a Thriving Practice (Part 1) - Caroline Gaskin,2. Developing a Thriving Practice (Part 2) - Caroline Gaskin.mp4,75.23
10860202,428,02. Developing a Thriving Practice (Part 2) - Caroline Gaskin,2. Developing a Thriving Practice (Part 2) - Caroline Gaskin.mp4,75.23
10860203,94,8. Calc Carb - Tony Hurley,3. The Calc's - Tony Hurley.mp4,51.01
10860203,306,08. The Spiders II - Tony Hurley.mp4,3. The Calc's - Tony Hurley.mp4,51.94
10860203,336,The Magnesiums Tony Hurley,3. The Calc's - Tony Hurley.mp4,51.01
10860203,459,03. The Calc's - Tony Hurley,3. The Calc's - Tony Hurley.mp4,66.94
10860204,460,04. Hallucinogens & Anaesthesia - Colin Griffith,4. Hallucinogens & Anaesthesia - Colin Griffith.mp4,66.94
10860205,461,05. Case Work - Colin Griffith,5. Case Work - Colin Griffith.mp4,66.94
10860206,464,08. Cancer (Part 1) - Hilery Dorrian,6. Cancer (Part 1) - Hilery Dorrian.mp4,66.94
10860206,465,09. Cancer (Part 2) - Hilery Dorrian,6. Cancer (Part 1) - Hilery Dorrian.mp4,66.94
10860206,466,01. Cancer II (Part 1) - Hilery Dorrian,6. Cancer (Part 1) - Hilery Dorrian.mp4,58.03
10860206,467,02. Cancer II (Part 2) - Hilery Dorrian,6. Cancer (Part 1) - Hilery Dorrian.mp4,58.03
10860207,464,08. Cancer (Part 1) - Hilery Dorrian,7. Cancer (Part 2) - Hilery Dorrian.mp4,66.94
10860207,465,09. Cancer (Part 2) - Hilery Dorrian,7. Cancer (Part 2) - Hilery Dorrian.mp4,66.94
10860207,466,01. Cancer II (Part 1) - Hilery Dorrian,7. Cancer (Part 2) - Hilery Dorrian.mp4,58.03
10860207,467,02. Cancer II (Part 2) - Hilery Dorrian,7. Cancer (Part 2) - Hilery Dorrian.mp4,58.03
10860208,468,03. Anaemias - Sian Moss,8. Anaemias - Sian Moss.mp4,60.30
